id,name,faction_id,source_id,legend,role,loadout,transport,virtual,leader_head,leader_footer,damaged_w,damaged_description,link
2723,Rhino,SM,139,"The Rhino transport has served the Space Marines for ten thousand years, and forms a part of many of their strike forces. With robust self-repair systems, the Rhino is a rugged vehicle that can swiftly navigate nightmare battlefields to deliver its deadly cargo of Space Marines into the heart of battle.",Dedicated Transports,<b>This model is equipped with:</b> storm bolter; armoured tracks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 12 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00367"" data-tooltip-content=""#tooltip_content00367"" data-tooltip-anchor=""#tooltip_content00367""><span class=""kwb"">PHOBOS</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span>, <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span>, <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> or <span class=""tooltip00368"" data-tooltip-content=""#tooltip_content00368"" data-tooltip-anchor=""#tooltip_content00368""><span class=""kwb"">TACTICUS</span></span> models (excluding <span class=""tooltip00369"" data-tooltip-content=""#tooltip_content00369"" data-tooltip-anchor=""#tooltip_content00369""><span class=""kwb"">TACTICUS</span> <span class=""kwb"">CHARACTER</span></span> models that began the battle <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">attached</a> to a non-<span class=""kwb"">TACTICUS</span> unit).",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Rhino
2724,Thunderhawk Transporter,SM,239,,Other,<b>This model is equipped with:</b> hellstrike missile battery; 4 twin heavy bolters; armoured hull.,"This model has a transport capacity of 15 <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span> or <span class=""tooltip00370"" data-tooltip-content=""#tooltip_content00370"" data-tooltip-anchor=""#tooltip_content00370""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">MOUNTED</span></span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models. Each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> model takes up the space of 3 models. Each <span class=""kwb"">MOUNTED</span> model takes up the space of 4 models. This model can also transport up to 2 <span class=""tooltip00374"" data-tooltip-content=""#tooltip_content00374"" data-tooltip-anchor=""#tooltip_content00374""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">VEHICLE</span></span> models (excluding <span class=""tooltip00375"" data-tooltip-content=""#tooltip_content00375"" data-tooltip-anchor=""#tooltip_content00375""><span class=""kwb"">AIRCRAFT</span></span> and <span class=""tooltip00376"" data-tooltip-content=""#tooltip_content00376"" data-tooltip-anchor=""#tooltip_content00376""><span class=""kwb"">TITANIC</span></span> models). Models <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within <span class=""kwb"">TRANSPORT</span> <span class=""kwb"">VEHICLES</span> that are themselves being transported by this model do not count towards the transport capacity of this model.",FALSE,,,45667,"While this model has 1-10 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Thunderhawk-Transporter
2725,Tyrannic War Veterans,SM,239,Highly skilled warriors all – proven on a multitude of battlefields – the greatest weapon of these veteran Astartes is experience. There is no Tyranid monstrosity they have not felled and no Hive Fleet they have not fought against. With each encounter they collect tactical and combat data to only further improve their lethality.,Other,<b>Every model is equipped with:</b> bolt pistol; boltgun; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Tyrannic-War-Veterans
2726,Vulkan He’stan,SM,344,"Striding into battle with the weapons of his Primarch in his hands, the Forgefather lays low all who oppose him. Seeker of the lost relics of Vulkan, He’stan is relentless in his quest, willing to fight through any foe and face down any danger in order to see his oaths fulfilled.",Characters,<b>This model is equipped with:</b> 1 bolt pistol; 1 Gauntlet of the Forge; 1 Spear of Vulkan.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Vulkan-He-stan
2727,Whirlwind,SM,139,"Hails of missiles saturate the ground whenever a Whirlwind strikes, creating a carpet of explosions that launches deadly shrapnel or scorching flames in all directions. The Whirlwind fires from concealed positions in support of Space Marine attacks, utilising its speed to keep pace with the assault.",Other,<b>This model is equipped with:</b> Whirlwind vengeance launcher; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Whirlwind
2728,Whirlwind Scorpius,SM,237,"The Scorpius is a Whirlwind variant designed during the Horus Heresy to engage heavily armoured infantry. As such, surviving examples are a direct and bitter reminder of the mass fratricide that consumed the Emperor’s Legions. The tank’s launch system, targeting mechanisms and ammunition feed are unlike any other model in common use in the 41st Millennium, and are therefore held in awe by Tech-Priests and Techmarines alike.",Other,<b>This model is equipped with:</b> Scorpius multi-launcher; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Whirlwind-Scorpius
2729,Xiphon Interceptor,SM,237,"Xiphon-pattern Interceptors are sleek Space Marine combat flyers with an ancient lineage, designed to excel in both void missions and atmospheric strikes. Fitted with a potent combination of lascannons and intelligent warheads, there are few targets the Xiphon cannot reduce to smouldering wreckage.",Other,<b>This model is equipped with:</b> 2 twin lascannons; Xiphon missile battery; armoured hull.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Xiphon-Interceptor
2730,Heretic Astartes Daemon Prince With Wings,CSM,12,"The final form of those who give up their souls to the Dark Gods can be infinite in variety. From some, dark wings burst from their churning flesh, a hideous blessing that enables these monstrous warrior-lords to hunt down those who seek to flee their bestial wrath.",Characters,<b>This model is equipped with:</b> infernal cannon; hellforged weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-space-marines/Heretic-Astartes-Daemon-Prince-With-Wings
2731,Renegade Enforcer,CSM,240,,Characters,<b>This model is equipped with:</b> Enforcer pistol; Enforcer melee weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-space-marines/Renegade-Enforcer
2732,Renegade Heavy Weapons Squad,CSM,240,,Other,<b>Every model is equipped with:</b> renegade firearm; heavy stubber; close combat weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-space-marines/Renegade-Heavy-Weapons-Squad
2733,Renegade Ogryn Beast Handler,CSM,240,,Other,<b>The Ogryn Pack Master is equipped with:</b> mauler goad and ripper claw. <br><br><b>Every Chaos Mauler Hound is equipped with:</b> befouled claws and fangs.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-space-marines/Renegade-Ogryn-Beast-Handler
2734,Renegade Ogryn Brutes,CSM,240,,Other,<b>Every model is equipped with:</b> Ogryn weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-space-marines/Renegade-Ogryn-Brutes
2735,Renegade Plague Ogryns,CSM,240,,Other,<b>Every model is equipped with:</b> Ogryn plague claws.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-space-marines/Renegade-Plague-Ogryns
2736,Deffkoptas With Big Shootas,ORK,243,,Other,<b>Every model is equipped with:</b> slugga; twin big shoota; spinnin' blades.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/orks/Deffkoptas-With-Big-Shootas
2737,Death Company Marines With Jump Packs,SM,21,"The savagery induced by the Black Rage cannot be cured and so must be utilised to its fullest extent. When equipped with jump packs, Death Company Marines are lent great speed and mobility that, when allied to their vengeful rage, renders them lethal shock troops.",Other,<b>Every model is equipped with:</b> heavy bolt pistol; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Death-Company-Marines-With-Jump-Packs
2738,Sanguinary Priest With Jump Pack,SM,246,"The Sanguinary Priests are the Blood Angels’ Apothecaries, and hold responsibility for the Chapter’s soul as well as its body. Through their ministrations and ceremonies do they call upon the Blood Angels to embrace the Red Thirst, control it and unleash their rage upon the enemy.",Characters,<b>This model is equipped with:</b> bolt pistol; Astartes chainsword.,,FALSE,,"<i>You can attach this model to one of the above units, even if one <span class=""tooltip00364"" data-tooltip-content=""#tooltip_content00364"" data-tooltip-anchor=""#tooltip_content00364""><span class=""kwb"">CAPTAIN</span></span>, <span class=""tooltip00365"" data-tooltip-content=""#tooltip_content00365"" data-tooltip-anchor=""#tooltip_content00365""><span class=""kwb"">CHAPTER</span> <span class=""kwb"">MASTER</span></span> or <span class=""tooltip00371"" data-tooltip-content=""#tooltip_content00371"" data-tooltip-anchor=""#tooltip_content00371""><span class=""kwb"">LIEUTENANT</span></span> model has already been attached to it. If you do, and that <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strengths</a>.</i>",,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Sanguinary-Priest-With-Jump-Pack
2739,Earthshaker Platform,AM,249,,Fortifications,<b>This model is equipped with:</b> earthshaker cannon; close combat weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Earthshaker-Platform
2740,Elysian Drop Sentinel,AM,249,,Other,<b>This model is equipped with:</b> heavy bolter; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Elysian-Drop-Sentinel
2741,Leman Russ Eradicator,AM,16,The nova cannon carried by Leman Russ Eradicators fires shells containing a sub-atomic core. Their detonations produce powerful shock waves that pulverise enemy barricades and the infantry sheltering behind them. This battle tank is therefore a mainstay in the dense confines of urban firefights.,Other,<b>This model is equipped with:</b> eradicator nova cannon; lascannon; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Leman-Russ-Eradicator
2742,Leman Russ Executioner,AM,16,"The Executioner’s plasma cannon fires with the fury of a miniature sun, incinerating tightly packed infantry and burning through vehicle armour with ease. Though extended engagements threaten containment breach of the main weapon, its gung-ho crews are known to risk death to kill ever more of the foe.",Other,<b>This model is equipped with:</b> executioner plasma cannon; lascannon; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Leman-Russ-Executioner
2743,Leman Russ Exterminator,AM,16,"The Leman Russ Exterminator fills an adaptive role well-liked by commanders. Capable of laying down a withering hail of heavy fire, this tank’s shells can tear through lightly armoured chassis as easily as they rip through flesh and bone. Ranks of elite infantry are devastated with equal ease.",Other,<b>This model is equipped with:</b> exterminator autocannon; lascannon; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Leman-Russ-Exterminator
2744,Leman Russ Punisher,AM,16,The Punisher variant of the Leman Russ holds a dreaded reputation for mowing down enemy infantry in vast quantities. Its turret-mounted multi-barrelled cannon is an unsubtle sprayer of solid ammunition that applies the maxim of overwhelming firepower to overcome hordes of foes.,Other,<b>This model is equipped with:</b> lascannon; punisher gatling cannon; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Leman-Russ-Punisher
2745,Leman Russ Vanquisher,AM,16,"No other battle tank of the Imperial Guard possesses more raw stopping power than the Leman Russ Vanquisher. Often deployed against heavily armoured enemies, the long range and high first-hit kill ratio of its main armament make it the anti-tank weapon of choice for many commanders.",Other,<b>This model is equipped with:</b> lascannon; vanquisher battle cannon; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Leman-Russ-Vanquisher
2746,Tempestus Scions,AM,16,"Tempestus Scions are elite soldiers, well-trained in numerous combat styles, equipped to the highest standard and protected by reinforced carapace armour. Primed for a wide variety of specialist missions, their most common armament is an armour-piercing hotshot lasgun fitted with advanced sights.",Other,"<b>The Tempestor is equipped with:</b> hot-shot laspistol; chainsword. <br><br><b>Every Tempestus Scion is equipped with:</b> hot-shot lasgun; close combat weapon.<br><br><i>This unit can have up to two <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Leader</a> units attached to it, provided no more than one of those units is a <span class=""tooltip00317"" data-tooltip-content=""#tooltip_content00317"" data-tooltip-anchor=""#tooltip_content00317""><span class=""kwb"">COMMAND</span> <span class=""kwb"">SQUAD</span></span> unit. If it does, and this <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strengths</a>.</i>",,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/astra-militarum/Tempestus-Scions
2748,Ravenwing Command Squad,SM,23,"Ravenwing Command Squads speed into battle at the very head of the hunt. With their champion ready to duel for the honour of the Company, the Ancient’s banner fluttering in the wind like a knightly pennant, and the Apothecary on hand to heal the most grievous injuries, these formidable warriors aid their comrades in running down even the most dangerous quarry.",Characters,<b>The Ravenwing Champion is equipped with:</b> bolt pistol; plasma talon; master-crafted power weapon.<br><br><b>Every other model is equipped with:</b> bolt pistol; plasma talon; Black Knight combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Ravenwing-Command-Squad
2749,Daemon Prince of Nurgle with Wings,DG,14,"The wings that sprout from the backs of chosen Death Guard may resemble the buzzing appendages of bloated flies or take a pocked and diseased chiropteran form. Regardless of their shape, they bear the Daemon Prince aloft, allowing them to descend upon their luckless foes from above quickly and spread fearsome maladies over the battlefield.",Characters,<b>This model is equipped with:</b> infernal cannon; hellforged weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/death-guard/Daemon-Prince-of-Nurgle-with-Wings
2750,Icon Bearer,DG,14,"The icons borne by the Death Guard are rusted and corrupted dedications to Nurgle, forged into the shapes of the Grandfather’s symbols or those of the Legion itself. So wreathed in disease are these banners that nearby enemies are rapidly afflicted, dying agonising deaths as their convulsing bodies are reduced to slop.",Characters,<b>This model is equipped with:</b> boltgun; plague knife.,,FALSE,,"<i>You can attach this model to a <span class=""kwb"">PLAGUE</span> <span class=""kwb"">MARINES</span> unit, even if one other <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Leader</a> unit has already been attached to it (you cannot attach more than one of the same Leader to the same unit). If you do, and that <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strengths</a>.</i>",,,https://wahapedia.ru/wh40k10ed/factions/death-guard/Icon-Bearer
2751,Norn Emissary,TYR,20,"Each Norn Emissary is spawned for a specific purpose, be it predating on a strategically gifted commander, abducting a knowledgeable prey-being at the behest of its Norn Queen, or some other ineffable task. Melding terrifying psionic potential with speed, agility and awful strength, the Norn Emissary is more than equal to its mission.",Other,<b>This model is equipped with:</b> Psychic Tendril; monstrous scything talons; monstrous rending claws.,,FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/tyranids/Norn-Emissary
2752,Norn Assimilator,TYR,20,"Norn Assimilators are the living and inexhaustible nemeses of their prey. Using their toxinjector harpoons, these towering monsters can impale and tear down the fortifications their quarry cower behind, drag guardian war engines into their deadly embrace, or pinion the target themselves before dragging them inexorably in to their doom.",Other,<b>This model is equipped with:</b> toxinjector harpoon; monstrous scything talons.,,FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/tyranids/Norn-Assimilator
2753,Neurolictor,TYR,20,"Neurolictors are nightmarish living weapons of psychological warfare. The field of neural disruption that they project causes atavistic terror responses in even the most hardened prey, rendered all the more nightmarish as - thanks to the Neurolictors’ nigh-supernatural abilities to fool their victims’ senses and evade notice - these effects seem often to come from out of thin air.",Other,<b>This model is equipped with:</b> piercing claws and talons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/tyranids/Neurolictor
2755,Exalted Sorcerer on Disc of Tzeentch,TS,27,Only the greatest wielders of esoteric power are said to be granted one of Tzeentch's daemonic steeds. Exalted Sorcerers ride these daemonic Discs on plumes of arcane flame while they manipulate coruscating energy in twisting firestorms.,Characters,<b>This model is equipped with:</b> Arcane Fire; inferno bolt pistol; force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/thousand-sons/Exalted-Sorcerer-on-Disc-of-Tzeentch
2757,Daemon Prince of Khorne with Wings,WE,210,"Desperate eagerness to kill in Khorne’s name is a trait shared by all World Eaters Daemon Princes. The blessing of a pair of powerful, hooked wings is the perfect aid. Descending from the skies at the speed of bullets, they slam into their enemies, roaring oaths to Khorne and swearing the doom of those before them.",Characters,<b>This model is equipped with:</b> infernal cannon; hellforged weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/world-eaters/Daemon-Prince-of-Khorne-with-Wings
2758,Daemon Prince Of Chaos With Wings,CD,25,"A Daemon Prince’s obsessive greed and desire to inflict ever more destruction, bloodshed and misery can manifest in the form of hideous wings that speed them from one slaughter to the next. A servant of the Dark Gods so blessed is a horrifying harbinger of death drawn from insane nightmare.",Characters,<b>This model is equipped with:</b> infernal cannon; hellforged weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/chaos-daemons/Daemon-Prince-Of-Chaos-With-Wings
2759,Autarch Wayleaper,AE,186,"With wargear such as a winged pack or warp jump generator, an Autarch becomes an incredibly manoeuvrable war leader. So equipped, they can appear wherever their war host needs them in the blink of an eye, bringing graceful weaponry and consummate strategy to bear before vanishing out of the foe’s reach.",Characters,<b>This model is equipped with:</b> shuriken pistol; star glaive.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/aeldari/Autarch-Wayleaper
2760,Inquisitor In Terminator Armour,AoI,260,,Characters,<b>This model is equipped with:</b> storm bolter; Inquisitorial melee weapon; blessed wardings.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Inquisitor-In-Terminator-Armour
2761,Damned Legionnaires,AoI,260,,Other,<b>Every model is equipped with:</b> boltgun; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Damned-Legionnaires
2762,Rogue Trader Entourage,AoI,259,"Rogue Traders are daring explorers, ruthless conquerors and cunning merchants, exploring and exploiting the uncharted regions of the galaxy in the name of the Imperium. Their families bear a Warrant of Trade, which helps to identify them as Imperial elites. Some command whole armadas, while others have only a small retinue of followers.",Characters,<b>The Rogue Trader is equipped with:</b> household pistol; monomolecular cane-rapier.<br><br><b>The Death Cult Assassin is equipped with:</b> dartmask; Death Cult power blade.<br><br><b>The Lectro-Maester is equipped with:</b> voltaic pistol; close combat weapon.<br><br><b>The Rejuvenat Adept is equipped with:</b> laspistol; close combat weapon; healing serum.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Rogue-Trader-Entourage
2763,Janus Draik,AoI,260,,Characters,<b>This model is equipped with:</b> heirloom pistol; monomolecular rapier.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Janus-Draik
2764,Neyam Shai Murad,AoI,260,,Characters,<b>This model is equipped with:</b> negotiator pistols; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Neyam-Shai-Murad
2765,Navigator,AoI,259,"Haughty nobles whose value to the Imperium is huge, Navigators take to the battlefield only rarely, typically to complete some vital mission for their voidship’s master. At such times, their ability to perceive the shifting tides of the warp makes them powerful assets, as does the soul-blasting gaze of their mutant third eye.",Characters,<b>This model is equipped with:</b> laspistol; force-orb cane.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Navigator
2766,UR-025,AoI,260,,Characters,<b>This model is equipped with:</b> Mk 1 assault weapon; power claw.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/UR-025
2767,Inquisitorial Agents,AoI,259,"To aid them in their esoteric and complex missions, many Inquisitors maintain retinues of select individuals of rare talent, skill and power. Motley collections of fighters, fanatics, savants and psykers, they work ceaselessly in the shadows to protect the Imperium.",Other,<i>*This unit can only contain 2 Gun Servitors if it also contains 10 Inquisitorial Agents.</i><br><br><b>Every Inquisitorial Agent is equipped with:</b> agent firearm; agent melee weapon.<br><br><b>Every Gun Servitor is equipped with:</b> heavy bolter; agent melee weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-agents/Inquisitorial-Agents
2768,Grey Knights Relic Razorback,GK,262,,Dedicated Transports,<b>This model is equipped with:</b> twin heavy bolter; armoured tracks.,"This model has a transport capacity of 6 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grey-Knights-Relic-Razorback
2769,Armiger Moirax,QI,263,"While larger breeds of Knight are optimised for frontal assaults, tank-hunting and fortress-breaking, the smaller and more nimble Armiger Moirax is a natural skirmisher, able to speed ahead of more ponderous war machines and engage vulnerable targets. Armiger Moirax can be fitted with a range of esoteric energy weapons, all extremely effective but almost impossible to replace or repair.",Battleline,<b>This model is equipped with:</b> graviton pulsar; volkite veuglaire; armoured feet.,,FALSE,,,45662,"While this model has 1-5 wounds remaining, subtract 3 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/imperial-knights/Armiger-Moirax
2770,Sir Hekhtur,QI,34,"Once a prisoner of the Iron Warriors, Sir Hekhtur resisted agonising torture and escaped only through sheer faith, determination and honour. Now he travels the galaxy, liberating Imperial citizens enslaved by the forces of the Arch-enemy.",Characters,<b>Sir Hekhtur is equipped with:</b> Hekhtur’s pistol; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/imperial-knights/Sir-Hekhtur
2771,Daemonifuge,AS,112,"Ephrael Stern, the Daemonifuge, is capable of manifesting strange powers seen by some as witchery. Yet she is a zealous defender of the Imperial Creed with unwavering devotion. Alongside her Aeldari companion, Kyganil, Stern pits her augmented strength and speed against the Emperor’s enemies.",Characters,<b>Ephrael Stern is equipped with:</b> bolt pistol; Sanctity. <br><br><b>Kyganil of the Bloody Tears is equipped with:</b> the Outcast’s Weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/adepta-sororitas/Daemonifuge
2772,Company Heroes,SM,139,"A company’s most heroic battle-brothers fight alongside a Chapter’s high-ranking officers. These veterans and specialists serve as honour guards and provide vital support to a commander. Company Champions defend their Company’s honour with martial excellence, Ancients guard its inspirational banners and Company Veterans lay down hails o ffire from relic bolt weapons.",Other,<b>The Ancient is equipped with:</b> bolt pistol; bolt rifle; close combat weapon. <br><br><b>The Company Champion is equipped with:</b> bolt pistol; master-crafted power weapon. <br><br><b>One Company Veteran is equipped with:</b> bolt pistol; master-crafted heavy bolter; close combat weapon. <br><br><b>One Company Veteran is equipped with:</b> bolt pistol; master-crafted bolt rifle; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Company-Heroes
2773,Apothecary,SM,139,"In addition to battlefield surgery, it is the Apothecary’s duty to recover the gene-seed of the fallen, and thus preserve the Chapter for later generations. For this task the Apothecary is equipped to bring peace to those too wounded to save, and efficiently extract their.precious progenoid glands.",Characters,<b>This model is equipped with:</b> absolvor bolt pistol; reductor pistol; close combat weapon.,,FALSE,,"<i>You can attach this model to one of the above units even if one <span class=""tooltip00364"" data-tooltip-content=""#tooltip_content00364"" data-tooltip-anchor=""#tooltip_content00364""><span class=""kwb"">CAPTAIN</span></span>, <span class=""tooltip00365"" data-tooltip-content=""#tooltip_content00365"" data-tooltip-anchor=""#tooltip_content00365""><span class=""kwb"">CHAPTER</span> <span class=""kwb"">MASTER</span></span> or <span class=""tooltip00371"" data-tooltip-content=""#tooltip_content00371"" data-tooltip-anchor=""#tooltip_content00371""><span class=""kwb"">LIEUTENANT</span></span> model has already been attached to it. If you do, and that <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strengths</a>.</i>",,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Apothecary
